src_tokens,trg_tokens,src_tokens_word,trg_tokens_word,src_ids,trg_ids,src_ids_word,trg_ids_word,src_len,trg_len,src_len_word,trg_len_word
"['▁tom', '▁is', '▁studying', '▁to', '▁become', '▁a', '▁mar', 'ine', '▁b', 'i', 'olog', 'ist', '.']","['▁टम', '▁एक', '▁समुद्री', '▁जीवविज्ञानी', '▁बन्न', '▁अध्ययन', '▁गर्दैछ', '।']","['▁tom', '▁is', '▁studying', '▁to', '▁become', '▁a', '▁marine▁biologist.']","['▁टम', '▁एक', '▁समुद्री', '▁जीवविज्ञानी', '▁बन्न', '▁अध्ययन', '▁गर्दैछ।']","[2, 22, 32, 1303, 10, 1193, 9, 96, 354, 25, 2976, 1097, 244, 4, 3]","[2, 16, 134, 2745, 2849, 739, 1527, 509, 4, 3]","[2, 5, 9, 632, 7, 457, 11, 1, 3]","[2, 5, 24, 1302, 1028, 242, 488, 195, 3]",15,10,9,9
"['▁tom', '▁is', '▁studying', '▁to', '▁become', '▁a', '▁mar', 'ine', '▁b', 'i', 'olog', 'ist', '.']","['▁टम', '▁समुद्री', '▁जीवविज्ञानी', '▁बन्न', 'को', '▁लागि', '▁अध्ययन', '▁गर्दैछ', '।']","['▁tom', '▁is', '▁studying', '▁to', '▁become', '▁a', '▁marine▁biologist.']","['▁टम', '▁समुद्री', '▁जीवविज्ञानी', '▁बन्नको', '▁लागि', '▁अध्ययन', '▁गर्दैछ।']","[2, 22, 32, 1303, 10, 1193, 9, 96, 354, 25, 2976, 1097, 244, 4, 3]","[2, 16, 2745, 2849, 739, 17, 211, 1527, 509, 4, 3]","[2, 5, 9, 632, 7, 457, 11, 1, 3]","[2, 5, 1302, 1028, 2564, 42, 488, 195, 3]",15,11,9,9
"['▁tom', '▁never', '▁told', '▁me', '▁that', '▁he', '▁was', '▁from', '▁australia', '.']","['▁टमले', '▁मलाई', '▁आफू', '▁अस्ट्रेलियाबाट', '▁आएको', '▁कुरा', '▁कहिल्यै', '▁भनेनन्', '।']","['▁tom', '▁never', '▁told', '▁me', '▁that', '▁he', '▁was', '▁from', '▁australia.']","['▁टमले', '▁मलाई', '▁आफू', '▁अस्ट्रेलियाबाट', '▁आएको', '▁कुरा', '▁कहिल्यै', '▁भनेनन्।']","[2, 22, 283, 361, 78, 56, 46, 74, 257, 651, 4, 3]","[2, 52, 49, 588, 1318, 733, 195, 319, 2646, 4, 3]","[2, 5, 83, 110, 33, 14, 18, 19, 75, 382, 3]","[2, 8, 6, 494, 409, 209, 40, 77, 2722, 3]",12,11,11,10
"['▁tom', '▁speaks', '▁three', '▁languages', '▁inc', 'l', 'ud', 'ing', '▁french', '.']","['▁टम', '▁फ्रान्सेली', '▁सहित', '▁तीन', '▁भाषा', '▁बोल्छन्', '।']","['▁tom', '▁speaks', '▁three', '▁languages', '▁including', '▁french.']","['▁टम', '▁फ्रान्सेली', '▁सहित', '▁तीन', '▁भाषा', '▁बोल्छन्।']","[2, 22, 1444, 356, 1878, 1256, 2982, 324, 33, 308, 4, 3]","[2, 16, 474, 2443, 431, 686, 2728, 4, 3]","[2, 5, 598, 109, 1554, 1, 194, 3]","[2, 5, 141, 1310, 159, 221, 2687, 3]",12,9,8,8
"['▁tom', '▁speaks', '▁three', '▁languages', '▁inc', 'l', 'ud', 'ing', '▁french', '.']","['▁टम', '▁फ्रेन्च', '▁सहित', '▁तीन', '▁भाषा', '▁बोल्', 'छ', '।']","['▁tom', '▁speaks', '▁three', '▁languages', '▁including', '▁french.']","['▁टम', '▁फ्रेन्च', '▁सहित', '▁तीन', '▁भाषा', '▁बोल्छ।']","[2, 22, 1444, 356, 1878, 1256, 2982, 324, 33, 308, 4, 3]","[2, 16, 545, 2443, 431, 686, 632, 2940, 4, 3]","[2, 5, 598, 109, 1554, 1, 194, 3]","[2, 5, 201, 1310, 159, 221, 2688, 3]",12,10,8,8
"['▁tom', '▁told', '▁me', '▁it', '▁would', '▁be', '▁dangerous', '▁to', '▁do', '▁that', '.']","['▁टमले', '▁मलाई', '▁भने', '▁कि', '▁यो', '▁गर्न', '▁ख', 'तर', 'ना', 'क', '▁हुनेछ', '।']","['▁tom', '▁told', '▁me', '▁it', '▁would', '▁be', '▁dangerous', '▁to', '▁do', '▁that.']","['▁टमले', '▁मलाई', '▁भने', '▁कि', '▁यो', '▁गर्न', '▁खतरनाक', '▁हुनेछ।']","[2, 22, 361, 78, 63, 143, 60, 1579, 10, 35, 56, 4, 3]","[2, 52, 49, 231, 77, 68, 83, 53, 2894, 181, 2932, 565, 4, 3]","[2, 5, 110, 33, 17, 38, 30, 1312, 7, 12, 65, 3]","[2, 8, 6, 114, 17, 10, 11, 1701, 251, 3]",13,14,12,10
"['▁what', '▁is', '▁the', '▁best', '▁way', '▁to', '▁get', '▁in', '▁touch', '▁with', '▁you', '?']","['▁तपाईंसँग', '▁सम्पर्', 'कमा', '▁रहन', '▁उत्तम', '▁तरिका', '▁के', '▁हो', '?']","['▁what', '▁is', '▁the', '▁best', '▁way', '▁to', '▁get', '▁in', '▁touch', '▁with', '▁you?']","['▁तपाईंसँग', '▁सम्पर्कमा', '▁रहन', '▁उत्तम', '▁तरिका', '▁के', '▁हो?']","[2, 94, 32, 23, 759, 445, 10, 179, 57, 1537, 126, 21, 6, 3]","[2, 603, 2671, 1330, 1418, 2471, 1490, 34, 56, 5, 3]","[2, 23, 9, 8, 306, 165, 7, 58, 16, 746, 37, 107, 3]","[2, 173, 1, 588, 881, 541, 7, 35, 3]",14,11,13,9
"['▁what', '▁is', '▁the', '▁weather', '▁going', '▁to', '▁be', '▁like', '▁tomorrow', '?']","['▁भोलिको', '▁मौसम', '▁कस्तो', '▁रहनेछ', '?']","['▁what', '▁is', '▁the', '▁weather', '▁going', '▁to', '▁be', '▁like', '▁tomorrow?']","['▁भोलिको', '▁मौसम', '▁कस्तो', '▁रहनेछ?']","[2, 94, 32, 23, 1205, 216, 10, 60, 133, 454, 6, 3]","[2, 1139, 984, 494, 1511, 5, 3]","[2, 23, 9, 8, 642, 64, 7, 30, 35, 652, 3]","[2, 381, 384, 133, 589, 3]",12,7,11,6
"['▁would', '▁you', '▁ever', '▁accept', '▁a', '▁ride', '▁from', '▁a', '▁str', 'anger', '?']","['▁के', '▁तपाइँ', '▁कहिल्यै', '▁अपरिचित', '▁व्यक्ति', 'बाट', '▁स', 'व', 'ारी', '▁स्वीकार', '▁गर्नुहुन्छ', '?']","['▁would', '▁you', '▁ever', '▁accept', '▁a', '▁ride', '▁from', '▁a', '▁stranger?']","['▁के', '▁तपाइँ', '▁कहिल्यै', '▁अपरिचित', '▁व्यक्तिबाट▁सवारी', '▁स्वीकार', '▁गर्नुहुन्छ?']","[2, 143, 21, 466, 1919, 9, 2091, 257, 9, 686, 1030, 6, 3]","[2, 34, 343, 319, 2688, 700, 183, 14, 2958, 653, 1570, 909, 5, 3]","[2, 38, 6, 137, 1011, 11, 1126, 75, 11, 1, 3]","[2, 7, 111, 77, 855, 1, 611, 348, 3]",13,14,11,9
"['▁he', '▁is', '▁a', '▁br', 'it', 'ish', '▁c', 'it', 'iz', 'en', '▁but', '▁he', '▁lives', '▁in', '▁ind', 'ia', '.']","['▁उनी', '▁बेल', 'ाय', 'ती', '▁नागरिक', '▁हुन्', '▁तर', '▁उनी', '▁भ', 'ार', 'तमा', '▁बस्छन्', '।']","['▁he', '▁is', '▁a', '▁british', '▁citizen', '▁but', '▁he', '▁lives', '▁in', '▁india.']","['▁उनी', '▁बेलायती', '▁नागरिक', '▁हुन्', '▁तर', '▁उनी', '▁भारतमा', '▁बस्छन्।']","[2, 46, 32, 9, 509, 54, 309, 27, 54, 511, 44, 299, 46, 933, 57, 1741, 481, 4, 3]","[2, 170, 1240, 378, 249, 1537, 370, 302, 170, 26, 63, 2068, 1912, 4, 3]","[2, 18, 9, 11, 2967, 1, 96, 18, 364, 16, 1, 3]","[2, 33, 2662, 2307, 1356, 102, 33, 2748, 757, 3]",19,15,12,10
"['▁i', '▁did', '▁not', '▁know', '▁tom', '▁was', '▁that', '▁good', '▁at', '▁doing', '▁that', '.']","['▁मलाई', '▁थाहा', '▁थिएन', '▁कि', '▁टम', '▁त्यो', '▁गर्नमा', '▁राम्रो', '▁थियो', '।']","['▁i', '▁did', '▁not', '▁know', '▁tom', '▁was', '▁that', '▁good', '▁at', '▁doing', '▁that.']","['▁मलाई', '▁थाहा', '▁थिएन', '▁कि', '▁टम', '▁त्यो', '▁गर्नमा', '▁राम्रो', '▁थियो।']","[2, 8, 101, 37, 121, 22, 74, 56, 223, 132, 419, 56, 4, 3]","[2, 49, 128, 294, 77, 16, 135, 1889, 175, 105, 4, 3]","[2, 4, 25, 10, 39, 5, 19, 14, 79, 41, 131, 65, 3]","[2, 6, 20, 363, 17, 5, 21, 669, 30, 23, 3]",14,12,13,11
"['▁i', '▁do', '▁not', '▁think', '▁i', '▁can', '▁do', '▁this', '▁without', '▁your', '▁help', '.']","['▁मलाई', '▁लाग्दैन', '▁कि', '▁म', '▁तपाईंको', '▁सहयोग', '▁बिना', '▁यो', '▁गर्न', '▁सक्छु', '।']","['▁i', '▁do', '▁not', '▁think', '▁i', '▁can', '▁do', '▁this', '▁without', '▁your', '▁help.']","['▁मलाई', '▁लाग्दैन', '▁कि', '▁म', '▁तपाईंको', '▁सहयोग', '▁बिना', '▁यो', '▁गर्न', '▁सक्छु।']","[2, 8, 35, 37, 160, 8, 100, 35, 86, 633, 108, 231, 4, 3]","[2, 49, 400, 77, 6, 698, 1287, 1259, 68, 83, 223, 4, 3]","[2, 4, 12, 10, 47, 4, 45, 12, 22, 201, 29, 225, 3]","[2, 6, 144, 17, 4, 197, 1306, 759, 10, 11, 163, 3]",14,13,13,12
"['▁i', '▁do', '▁not', '▁think', '▁tom', '▁will', '▁ever', '▁speak', '▁to', '▁me', '▁again', '.']","['▁मलाई', '▁लाग्दैन', '▁कि', '▁टमले', '▁मसँग', '▁फेरि', '▁कहिल्यै', '▁बोल्', 'नेछ', '।']","['▁i', '▁do', '▁not', '▁think', '▁tom', '▁will', '▁ever', '▁speak', '▁to', '▁me', '▁again.']","['▁मलाई', '▁लाग्दैन', '▁कि', '▁टमले', '▁मसँग', '▁फेरि', '▁कहिल्यै', '▁बोल्नेछ।']","[2, 8, 35, 37, 160, 22, 102, 466, 358, 10, 78, 382, 4, 3]","[2, 49, 400, 77, 52, 398, 684, 319, 632, 258, 4, 3]","[2, 4, 12, 10, 47, 5, 26, 137, 141, 7, 33, 152, 3]","[2, 6, 144, 17, 8, 103, 200, 77, 2692, 3]",14,12,13,10
"['▁i', '▁played', '▁the', '▁viol', 'in', '▁when', '▁i', '▁was', '▁in', '▁high', '▁school', '.']","['▁म', '▁हाईस्कूलमा', '▁हुँदा', '▁भायोलिन', '▁बज', 'ाउ', 'थें', '▁', '।']","['▁i', '▁played', '▁the', '▁violin', '▁when', '▁i', '▁was', '▁in', '▁high', '▁school.']","['▁म', '▁हाईस्कूलमा', '▁हुँदा', '▁भायोलिन', '▁बजाउथें', '▁।']","[2, 8, 1509, 23, 2275, 19, 236, 8, 74, 57, 1089, 435, 4, 3]","[2, 6, 1590, 453, 2732, 424, 69, 2070, 2926, 4, 3]","[2, 4, 625, 8, 1, 68, 4, 19, 16, 603, 270, 3]","[2, 4, 613, 129, 1191, 2541, 14, 3]",14,11,12,8
"['▁i', '▁would', '▁rather', '▁stay', '▁at', '▁home', '▁than', '▁go', '▁to', '▁the', '▁movies', '.']","['▁म', '▁चलचित्र', '▁हेर्न', '▁जानु', '▁भन्दा', '▁घरमै', '▁बस्न', '▁रुचाउँछु', '▁', '।']","['▁i', '▁would', '▁rather', '▁stay', '▁at', '▁home', '▁than', '▁go', '▁to', '▁the', '▁movies.']","['▁म', '▁चलचित्र', '▁हेर्न', '▁जानु', '▁भन्दा', '▁घरमै', '▁बस्न', '▁रुचाउँछु', '▁।']","[2, 8, 143, 1504, 410, 132, 296, 247, 76, 10, 23, 1864, 4, 3]","[2, 6, 1562, 1131, 1792, 271, 2381, 740, 1581, 2926, 4, 3]","[2, 4, 38, 619, 164, 41, 178, 94, 53, 7, 8, 1724, 3]","[2, 4, 986, 402, 693, 63, 981, 219, 1247, 14, 3]",14,12,13,11
"['▁i', '▁am', '▁from', '▁australia', '▁but', '▁i', '▁live', '▁in', '▁new', '▁z', 'e', 'al', 'and', '.']","['▁म', '▁अष्ट्रेलियाबाट', '▁हुँ', ',', '▁तर', '▁म', '▁न्यूजील्याण्डमा', '▁बस्छु', '।']","['▁i', '▁am', '▁from', '▁australia', '▁but', '▁i', '▁live', '▁in', '▁new', '▁zealand.']","['▁म', '▁अष्ट्रेलियाबाट', '▁हुँ,', '▁तर', '▁म', '▁न्यूजील्याण्डमा', '▁बस्छु।']","[2, 8, 104, 257, 651, 299, 8, 370, 57, 360, 1848, 2972, 103, 252, 4, 3]","[2, 6, 2004, 140, 2973, 302, 6, 2860, 690, 4, 3]","[2, 4, 28, 75, 498, 96, 4, 199, 16, 135, 1, 3]","[2, 4, 631, 830, 102, 4, 1100, 275, 3]",16,11,12,9
"['▁my', '▁mother', '▁is', '▁two', '▁years', '▁younger', '▁than', '▁my', '▁father', '.']","['▁मेरी', '▁आमा', '▁बुबा', '▁भन्दा', '▁दुई', '▁वर्ष', '▁कान्छी', '▁हुनुहुन्छ', '।']","['▁my', '▁mother', '▁is', '▁two', '▁years', '▁younger', '▁than', '▁my', '▁father.']","['▁मेरी', '▁आमा', '▁बुबा', '▁भन्दा', '▁दुई', '▁वर्ष', '▁कान्छी', '▁हुनुहुन्छ।']","[2, 99, 635, 32, 543, 549, 1817, 247, 99, 542, 4, 3]","[2, 96, 503, 355, 271, 627, 190, 2589, 142, 4, 3]","[2, 27, 297, 9, 173, 256, 892, 94, 27, 499, 3]","[2, 37, 296, 277, 63, 237, 116, 916, 85, 3]",12,11,11,10
"['▁my', '▁parents', '▁died', '▁when', '▁i', '▁was', '▁thirteen', '▁years', '▁old', '.']","['▁म', '▁१३', '▁वर्षको', '▁हुँदा', '▁आमाबुवाको', '▁मृत्यु', '▁भयो', '।']","['▁my', '▁parents', '▁died', '▁when', '▁i', '▁was', '▁thirteen', '▁years', '▁old.']","['▁म', '▁१३', '▁वर्षको', '▁हुँदा', '▁आमाबुवाको', '▁मृत्यु', '▁भयो।']","[2, 99, 784, 919, 236, 8, 74, 2706, 549, 414, 4, 3]","[2, 6, 1206, 350, 453, 1584, 824, 305, 4, 3]","[2, 27, 362, 390, 68, 4, 19, 2415, 256, 588, 3]","[2, 4, 482, 84, 129, 496, 282, 151, 3]",12,10,11,9
"['▁my', '▁parents', '▁died', '▁when', '▁i', '▁was', '▁thirteen', '▁years', '▁old', '.']","['▁म', '▁१३', '▁वर्षको', '▁हुँदा', '▁मेरा', '▁आमाबुवाको', '▁मृत्यु', '▁भयो', '।']","['▁my', '▁parents', '▁died', '▁when', '▁i', '▁was', '▁thirteen', '▁years', '▁old.']","['▁म', '▁१३', '▁वर्षको', '▁हुँदा', '▁मेरा', '▁आमाबुवाको', '▁मृत्यु', '▁भयो।']","[2, 99, 784, 919, 236, 8, 74, 2706, 549, 414, 4, 3]","[2, 6, 1206, 350, 453, 880, 1584, 824, 305, 4, 3]","[2, 27, 362, 390, 68, 4, 19, 2415, 256, 588, 3]","[2, 4, 482, 84, 129, 283, 496, 282, 151, 3]",12,11,11,10
"['▁please', '▁put', '▁this', '▁where', '▁children', '▁cannot', '▁reach', '▁it', '.']","['▁कृपया', '▁बच्चाहरू', 'को', '▁पह', 'ु', 'ँच', 'बाट', '▁टाढा', '▁राख्नुहोस्', '।']","['▁please', '▁put', '▁this', '▁where', '▁children', '▁cannot', '▁reach', '▁it.']","['▁कृपया', '▁बच्चाहरूको', '▁पहुँचबाट', '▁टाढा', '▁राख्नुहोस्।']","[2, 278, 464, 86, 264, 581, 192, 2787, 63, 4, 3]","[2, 306, 1148, 17, 1680, 2939, 2862, 183, 979, 1589, 4, 3]","[2, 102, 138, 22, 77, 277, 54, 1673, 70, 3]","[2, 73, 2538, 2401, 312, 590, 3]",11,12,10,7
"['▁tom', '▁always', '▁says', '▁funny', '▁things', '▁to', '▁make', '▁me', '▁laugh', '.']","['▁टमले', '▁मलाई', '▁हँस', 'ाउन', 'को', '▁लागि', '▁सधैं', '▁रमाइला', '▁कुराहरू', '▁भन्छन्', '।']","['▁tom', '▁always', '▁says', '▁funny', '▁things', '▁to', '▁make', '▁me', '▁laugh.']","['▁टमले', '▁मलाई', '▁हँसाउनको', '▁लागि', '▁सधैं', '▁रमाइला', '▁कुराहरू', '▁भन्छन्।']","[2, 22, 404, 836, 1802, 628, 10, 390, 78, 1252, 4, 3]","[2, 52, 49, 2304, 210, 17, 211, 562, 2657, 2702, 1005, 4, 3]","[2, 5, 116, 308, 1762, 254, 7, 117, 33, 1457, 3]","[2, 8, 6, 1, 42, 165, 1234, 928, 1182, 3]",12,13,11,10
"['▁tom', '▁could', '▁not', '▁come', '▁with', '▁us', '▁because', '▁he', '▁was', '▁sick', '.']","['▁टम', '▁हामीसँग', '▁आउन', '▁सकेन', '▁किनभने', '▁ऊ', '▁बिरामी', '▁थियो', '▁', '।']","['▁tom', '▁could', '▁not', '▁come', '▁with', '▁us', '▁because', '▁he', '▁was', '▁sick.']","['▁टम', '▁हामीसँग', '▁आउन', '▁सकेन', '▁किनभने', '▁ऊ', '▁बिरामी', '▁थियो', '▁।']","[2, 22, 233, 37, 288, 126, 149, 744, 46, 74, 1005, 4, 3]","[2, 16, 1014, 1224, 1466, 1882, 196, 510, 105, 2926, 4, 3]","[2, 5, 66, 10, 97, 37, 91, 250, 18, 19, 660, 3]","[2, 5, 338, 411, 1, 650, 38, 142, 83, 14, 3]",13,12,12,11
"['▁tom', '▁gave', '▁a', '▁sleeping', '▁bag', '▁to', '▁me', '▁a', '▁few', '▁weeks', '▁ago', '.']","['▁टमले', '▁केही', '▁हप्ता', '▁अघि', '▁मलाई', '▁सुत्', 'ने', '▁झोल', 'ा', '▁दिए', '।']","['▁tom', '▁gave', '▁a', '▁sleeping', '▁bag', '▁to', '▁me', '▁a', '▁few', '▁weeks', '▁ago.']","['▁टमले', '▁केही', '▁हप्ता', '▁अघि', '▁मलाई', '▁सुत्ने', '▁झोला', '▁दिए।']","[2, 22, 657, 9, 1687, 1245, 10, 78, 9, 760, 1682, 951, 4, 3]","[2, 52, 215, 747, 1718, 49, 1818, 35, 1403, 2927, 626, 4, 3]","[2, 5, 212, 11, 1190, 1208, 7, 33, 11, 262, 1422, 367, 3]","[2, 8, 44, 399, 625, 6, 1, 2043, 213, 3]",14,13,13,10
"['▁tom', '▁has', '▁borrowed', '▁over', '▁3', '000', '▁dollars', '▁from', '▁mary', '.']","['▁टमले', '▁मेरी', 'बाट', '▁', '३', ',', '०००', '▁डलरभन्दा', '▁बढी', '▁ऋण', '▁लि', 'एका', '▁छन्', '।']","['▁tom', '▁has', '▁borrowed', '▁over', '▁3000', '▁dollars', '▁from', '▁mary.']","['▁टमले', '▁मेरीबाट', '▁३,०००', '▁डलरभन्दा', '▁बढी', '▁ऋण', '▁लिएका', '▁छन्।']","[2, 22, 158, 2930, 427, 1847, 2428, 1410, 257, 110, 4, 3]","[2, 52, 96, 183, 2926, 2987, 2973, 2128, 2775, 673, 2132, 446, 1174, 177, 4, 3]","[2, 5, 44, 1758, 166, 1, 1201, 75, 112, 3]","[2, 8, 2847, 1, 1042, 202, 893, 2960, 54, 3]",12,16,10,10
"['▁tom', '▁is', '▁out', '▁playing', '▁with', '▁the', '▁neighbor', 'hood', '▁boys', '.']","['▁टम', '▁छिमेकी', '▁के', 'ट', 'ाहरु', '▁संग', '▁बाहिर', '▁खेल', '्दै', '▁छ', '।']","['▁tom', '▁is', '▁out', '▁playing', '▁with', '▁the', '▁neighborhood', '▁boys.']","['▁टम', '▁छिमेकी', '▁केटाहरु', '▁संग', '▁बाहिर', '▁खेल्दै', '▁छ।']","[2, 22, 32, 202, 1026, 126, 23, 2057, 2181, 1673, 4, 3]","[2, 16, 2604, 34, 2943, 856, 528, 331, 429, 301, 13, 4, 3]","[2, 5, 9, 84, 370, 37, 8, 1, 2711, 3]","[2, 5, 1004, 1671, 206, 81, 1744, 9, 3]",12,13,10,9
"['▁tom', '▁saw', '▁a', '▁car', '▁park', 'ed', '▁in', '▁front', '▁of', '▁marys', '▁house', '.']","['▁टमले', '▁मेरीको', '▁घर', '▁अगाडि', '▁एउटा', '▁कार', '▁पार्क', '▁गरेको', '▁देख', 'े', '।']","['▁tom', '▁saw', '▁a', '▁car', '▁parked', '▁in', '▁front', '▁of', '▁marys', '▁house.']","['▁टमले', '▁मेरीको', '▁घर', '▁अगाडि', '▁एउटा', '▁कार', '▁पार्क', '▁गरेको', '▁देखे।']","[2, 22, 568, 9, 281, 881, 34, 57, 1287, 69, 688, 424, 4, 3]","[2, 52, 455, 278, 1113, 227, 409, 1497, 270, 162, 2934, 4, 3]","[2, 5, 177, 11, 202, 1671, 16, 517, 20, 226, 273, 3]","[2, 8, 121, 125, 407, 47, 191, 561, 67, 2235, 3]",14,13,12,11
"['▁tom', '▁says', '▁he', '▁has', '▁never', '▁tried', '▁eating', '▁w', 'ha', 'le', '▁meat', '.']","['▁टम', '▁भन्छन्', '▁कि', '▁उनले', '▁कहिल्यै', '▁ह', '्व', 'ेलको', '▁मासु', '▁खाने', '▁प्रयास', '▁गरेन', 'न्', '।']","['▁tom', '▁says', '▁he', '▁has', '▁never', '▁tried', '▁eating', '▁whale', '▁meat.']","['▁टम', '▁भन्छन्', '▁कि', '▁उनले', '▁कहिल्यै', '▁ह्वेलको', '▁मासु', '▁खाने', '▁प्रयास', '▁गरेनन्।']","[2, 22, 836, 46, 158, 283, 774, 1112, 11, 16, 70, 1839, 4, 3]","[2, 16, 1005, 77, 868, 319, 11, 841, 2225, 741, 975, 749, 1442, 8, 4, 3]","[2, 5, 308, 18, 44, 83, 276, 507, 1, 1803, 3]","[2, 5, 454, 17, 253, 77, 1, 223, 946, 217, 1782, 3]",14,16,11,12
"['▁have', '▁you', '▁ever', '▁eaten', '▁anything', '▁that', '▁toms', '▁cook', 'ed', '?']","['▁के', '▁तपाईंले', '▁कहिल्यै', '▁टमले', '▁बनाएको', '▁खाना', '▁खानुभएको', '▁छ', '?']","['▁have', '▁you', '▁ever', '▁eaten', '▁anything', '▁that', '▁toms', '▁cooked?']","['▁के', '▁तपाईंले', '▁कहिल्यै', '▁टमले', '▁बनाएको', '▁खाना', '▁खानुभएको', '▁छ?']","[2, 65, 21, 466, 1419, 376, 56, 295, 842, 34, 6, 3]","[2, 34, 224, 319, 52, 1911, 469, 2764, 13, 5, 3]","[2, 13, 6, 137, 654, 151, 14, 90, 1, 3]","[2, 7, 46, 77, 8, 755, 138, 945, 29, 3]",12,11,10,10
"['▁i', '▁have', '▁a', '▁dog', '.', '▁he', '▁is', '▁black', '▁and', '▁his', '▁name', '▁is', '▁t', 'ik', 'i', '.']","['▁म', '▁संग', '▁कुकुर', '▁छ', '।', '▁ऊ', '▁कालो', '▁छ', '▁र', '▁उसको', '▁नाम', '▁टिक', 'ी', '▁हो', '।']","['▁i', '▁have', '▁a', '▁dog.', '▁he', '▁is', '▁black', '▁and', '▁his', '▁name', '▁is', '▁tiki.']","['▁म', '▁संग', '▁कुकुर', '▁छ।', '▁ऊ', '▁कालो', '▁छ', '▁र', '▁उसको', '▁नाम', '▁टिकी', '▁हो।']","[2, 8, 65, 9, 475, 4, 46, 32, 1225, 130, 124, 604, 32, 7, 2446, 2976, 4, 3]","[2, 6, 528, 598, 13, 4, 196, 1778, 13, 39, 870, 252, 1404, 2945, 56, 4, 3]","[2, 4, 13, 11, 523, 18, 9, 736, 32, 31, 309, 9, 1, 3]","[2, 4, 206, 343, 9, 38, 648, 22, 28, 254, 61, 2057, 15, 3]",18,17,14,14
"['▁i', '▁should', '▁probably', '▁not', '▁tell', '▁tom', '▁that', '▁i', '▁am', '▁sleepy', '.']","['▁मैले', '▁सायद', '▁टमलाई', '▁मलाई', '▁निद्रा', '▁लागेको', '▁कुरा', '▁भन्नु', '▁हुँदैन', '।']","['▁i', '▁should', '▁probably', '▁not', '▁tell', '▁tom', '▁that', '▁i', '▁am', '▁sleepy.']","['▁मैले', '▁सायद', '▁टमलाई', '▁मलाई', '▁निद्रा', '▁लागेको', '▁कुरा', '▁भन्नु', '▁हुँदैन।']","[2, 8, 248, 905, 37, 268, 22, 56, 8, 104, 2612, 4, 3]","[2, 88, 492, 116, 49, 1538, 416, 195, 1506, 1141, 4, 3]","[2, 4, 73, 305, 10, 87, 5, 14, 4, 28, 1846, 3]","[2, 12, 136, 18, 6, 554, 115, 40, 579, 480, 3]",13,12,12,11
"['▁i', '▁think', '▁that', '▁car', '▁is', '▁a', '▁little', '▁too', '▁small', '▁for', '▁you', '.']","['▁मलाई', '▁लाग्छ', '▁कि', '▁त्यो', '▁कार', '▁तपाईका', '▁लागि', '▁अलिकति', '▁सानो', '▁छ', '।']","['▁i', '▁think', '▁that', '▁car', '▁is', '▁a', '▁little', '▁too', '▁small', '▁for', '▁you.']","['▁मलाई', '▁लाग्छ', '▁कि', '▁त्यो', '▁कार', '▁तपाईका', '▁लागि', '▁अलिकति', '▁सानो', '▁छ।']","[2, 8, 160, 56, 281, 32, 9, 574, 227, 1039, 88, 21, 4, 3]","[2, 49, 167, 77, 135, 409, 2613, 211, 1290, 884, 13, 4, 3]","[2, 4, 47, 14, 202, 9, 11, 182, 108, 497, 24, 48, 3]","[2, 6, 64, 17, 21, 191, 1048, 42, 408, 289, 9, 3]",14,13,13,12
"['▁i', '▁am', '▁not', '▁the', '▁kind', '▁of', '▁person', '▁that', '▁you', '▁think', '▁i', '▁am', '.']","['▁म', '▁तिमीले', '▁सोचेको', '▁जस्तो', '▁मान्छे', '▁होइन', '।']","['▁i', '▁am', '▁not', '▁the', '▁kind', '▁of', '▁person', '▁that', '▁you', '▁think', '▁i', '▁am.']","['▁म', '▁तिमीले', '▁सोचेको', '▁जस्तो', '▁मान्छे', '▁होइन।']","[2, 8, 104, 37, 23, 701, 69, 719, 56, 21, 160, 8, 104, 4, 3]","[2, 6, 358, 902, 276, 496, 371, 4, 3]","[2, 4, 28, 10, 8, 278, 20, 447, 14, 6, 47, 4, 705, 3]","[2, 4, 87, 291, 68, 143, 168, 3]",15,9,14,8
"['▁it', '▁is', '▁nice', '▁to', '▁see', '▁you', '▁again', '▁after', '▁so', '▁many', '▁years', '.']","['▁धेरै', '▁वर्ष', '▁पछ', 'ी', '▁फेरी', '▁भेट', '्दा', '▁खुशी', '▁लाग्यो', '।']","['▁it', '▁is', '▁nice', '▁to', '▁see', '▁you', '▁again', '▁after', '▁so', '▁many', '▁years.']","['▁धेरै', '▁वर्ष', '▁पछी', '▁फेरी', '▁भेट्दा', '▁खुशी', '▁लाग्यो।']","[2, 63, 32, 864, 10, 195, 21, 382, 446, 174, 386, 549, 4, 3]","[2, 93, 190, 1679, 2945, 1805, 329, 1191, 875, 640, 4, 3]","[2, 17, 9, 344, 7, 89, 6, 582, 156, 86, 113, 388, 3]","[2, 13, 116, 2340, 751, 2763, 300, 205, 3]",14,12,13,9
